,text_raw,text_clean,text_raw_len,vader,textblob,distilbert
508,The Caterpillar was the first to speak.,the caterpillar was the first to speak.,39,0.0,0.25,0.9914892911911011
509,`What size do you want to be?','what size do you want to be?',30,0.0772,0.0,0.9961774945259094
510,it asked.,it asked.,9,0.0,0.0,0.7680566906929016
511,"`Oh, I'm not particular as to size,' Alice hastily replied;
`only one doesn't like changing so often, you know.'","'oh, i am not particular as to size,' alice hastily replied; 'only one does not like changing so often, you know.'",112,-0.2755,-0.041666666666666664,-0.9948435425758362
512,"`I DON'T know,' said the Caterpillar.","'i do not know,' said the caterpillar.",37,0.0,0.0,-0.9852311611175537
513,"Alice said nothing:  she had never been so much contradicted in
her life before, and she felt that she was losing her temper.","alice said nothing: she had never been so much contradicted in her life before, and she felt that she was losing her temper.",125,-0.7893,0.2,-0.9994474053382874
514,`Are you content now?','are you content now?',22,0.0,0.0,0.9973289370536804
515,said the Caterpillar.,said the caterpillar.,21,0.0,0.0,0.9631558060646057
516,"`Well, I should like to be a LITTLE larger, sir, if you
wouldn't mind,' said Alice:  `three inches is such a wretched
height to be.'","'well, i should like to be a little larger, sir, if you would not mind,' said alice: 'three inches is such a wretched height to be.'",132,0.5574,-0.0625,-0.9975597858428955
517,`It is a very good height indeed!','it is a very good height indeed!',34,0.54,1.0,0.9998676776885986
518,"said the Caterpillar
angrily, rearing itself upright as it spoke (it was exactly three
inches high).","said the caterpillar angrily, rearing itself upright as it spoke (it was exactly three inches high).",100,-0.4215,-0.03,-0.9657758474349976
519,`But I'm not used to it!','but i am not used to it!',25,0.0,0.0,-0.980750560760498
520,pleaded poor Alice in a piteous tone.,pleaded poor alice in a piteous tone.,37,-0.6486,-0.4,-0.9987202882766724
521,"And she thought of herself, `I wish the creatures wouldn't be so
easily offended!'","and she thought of herself, 'i wish the creatures would not be so easily offended!'",82,0.59,0.5416666666666667,0.5107899308204651
522,"`You'll get used to it in time,' said the Caterpillar; and it
put the hookah into its mouth and began smoking again.","'you will get used to it in time,' said the caterpillar; and it put the hookah into its mouth and began smoking again.",116,0.0,0.0,-0.9943540096282959
523,This time Alice waited patiently until it chose to speak again.,this time alice waited patiently until it chose to speak again.,63,0.0,0.0,-0.729424238204956
524,"In a minute or two the Caterpillar took the hookah out of its
mouth and yawned once or twice, and shook itself.","in a minute or two the caterpillar took the hookah out of its mouth and yawned once or twice, and shook itself.",111,-0.1027,0.0,-0.9875892400741577
525,"Then it got
down off the mushroom, and crawled away in the grass, merely
remarking as it went, `One side will make you grow taller, and
the other side will make you grow shorter.'","then it got down off the mushroom, and crawled away in the grass, merely remarking as it went, 'one side will make you grow taller, and the other side will make you grow shorter.'",179,0.0,-0.2601851851851852,-0.9926435947418213
526,`One side of WHAT?,one side of what?,18,0.0,0.0,-0.9655138850212097
527,The other side of WHAT?',the other side of what?,24,0.0,-0.125,-0.9838441014289856
528,"thought Alice to
herself.",thought alice to herself.,25,0.0,0.0,0.9942494034767151
529,"`Of the mushroom,' said the Caterpillar, just as if she had
asked it aloud; and in another moment it was out of sight.","'of the mushroom,' said the caterpillar, just as if she had asked it aloud; and in another moment it was out of sight.",118,0.0,0.0,-0.9689123034477234
530,"Alice remained looking thoughtfully at the mushroom for a
minute, trying to make out which were the two sides of it; and as
it was perfectly round, she found this a very difficult question.","alice remained looking thoughtfully at the mushroom for a minute, trying to make out which were the two sides of it; and as it was perfectly round, she found this a very difficult question.",189,0.6258,-0.15,-0.8143357038497925
531,"However, at last she stretched her arms round it as far as they
would go, and broke off a bit of the edge with each hand.","however, at last she stretched her arms round it as far as they would go, and broke off a bit of the edge with each hand.",121,0.1027,-0.0375,0.9069209694862366
532,`And now which is which?','and now which is which?',25,0.0,0.0,-0.9963595867156982
533,"she said to herself, and nibbled a
little of the right-hand bit to try the effect:  the next moment
she felt a violent blow underneath her chin:  it had struck her
foot!","she said to herself, and nibbled a little of the right-hand bit to try the effect: the next moment she felt a violent blow underneath her chin: it had struck her foot!",169,-0.7345,-0.3958333333333333,-0.9956836700439453
534,"She was a good deal frightened by this very sudden change, but
she felt that there was no time to be lost, as she was shrinking
rapidly; so she set to work at once to eat some of the other bit.","she was a good deal frightened by this very sudden change, but she felt that there was no time to be lost, as she was shrinking rapidly; so she set to work at once to eat some of the other bit.",193,-0.6956,0.19166666666666665,0.9895833730697632
535,"Her chin was pressed so closely against her foot, that there was
hardly room to open her mouth; but she did it at last, and
managed to swallow a morsel of the lefthand bit.","her chin was pressed so closely against her foot, that there was hardly room to open her mouth; but she did it at last, and managed to swallow a morsel of the lefthand bit.",172,0.0,-0.09722222222222222,0.5276562571525574
536,"*       *       *       *       *       *       *

         *       *       *       *       *       *

     *       *       *       *       *       *       *

  `Come, my head's free at last!'","* * * * * * * * * * * * * * * * * * * * 'come, my head's free at last!",192,0.5562,0.2,0.9917616248130798
537,"said Alice in a tone of
delight, which changed into alarm in another moment, when she
found that her shoulders were nowhere to be found:  all she could
see, when she looked down, was an immense length of neck, which
seemed to rise like a stalk out of a sea of green leaves that lay
far below her.","said alice in a tone of delight, which changed into alarm in another moment, when she found that her shoulders were nowhere to be found: all she could see, when she looked down, was an immense length of neck, which seemed to rise like a stalk out of a sea of green leaves that lay far below her.",296,0.6124,-0.06388888888888891,-0.8667692542076111
538,`What CAN all that green stuff be?','what can all that green stuff be?',35,0.0,-0.2,-0.9951049089431763
539,said Alice.,said alice.,11,0.0,0.0,0.9945982098579407
540,"`And where
HAVE my shoulders got to?",and where have my shoulders got to?,36,0.0,0.0,-0.9962059259414673
541,"And oh, my poor hands, how is it I
can't see you?'","and oh, my poor hands, how is it i cannot see you?",50,-0.4767,-0.4,-0.9987932443618774
542,"She was moving them about as she spoke, but no
result seemed to follow, except a little shaking among the
distant green leaves.","she was moving them about as she spoke, but no result seemed to follow, except a little shaking among the distant green leaves.",127,-0.5284,-0.1625,-0.9993373155593872
543,"As there seemed to be no chance of getting her hands up to her
head, she tried to get her head down to them, and was delighted
to find that her neck would bend about easily in any direction,
like a serpent.","as there seemed to be no chance of getting her hands up to her head, she tried to get her head down to them, and was delighted to find that her neck would bend about easily in any direction, like a serpent.",206,0.755,0.3259259259259259,0.9866612553596497
544,"She had just succeeded in curving it down into a
graceful zigzag, and was going to dive in among the leaves, which
she found to be nothing but the tops of the trees under which she
had been wandering, when a sharp hiss made her draw back in a
hurry:  a large pigeon had flown into her face, and was beating
her violently with its wings.","she had just succeeded in curving it down into a graceful zigzag, and was going to dive in among the leaves, which she found to be nothing but the tops of the trees under which she had been wandering, when a sharp hiss made her draw back in a hurry: a large pigeon had flown into her face, and was beating her violently with its wings.",336,-0.8969,-0.17325396825396827,-0.8606794476509094
545,`Serpent!','serpent!',10,0.0,0.0,0.9552366137504578
546,screamed the Pigeon.,screamed the pigeon.,20,-0.3182,0.0,-0.9566211104393005
547,`I'm NOT a serpent!','i am not a serpent!',20,0.0,0.0,0.9215933680534363
548,said Alice indignantly.,said alice indignantly.,23,0.0,0.0,-0.9644043445587158
549,`Let me alone!','let me alone!',15,-0.3164,0.0,-0.9724186658859253
550,"`Serpent, I say again!'","'serpent, i say again!'",23,0.0,0.0,0.9368452429771423
551,"repeated the Pigeon, but in a more
subdued tone, and added with a kind of sob, `I've tried every
way, and nothing seems to suit them!'","repeated the pigeon, but in a more subdued tone, and added with a kind of sob, 'i have tried every way, and nothing seems to suit them!'",134,-0.4992,0.625,-0.9991254210472107
